,ENTIDAD,estado,MUN,NOM_MUN,LOC,nombre,longitud,latitud,pob_total,pob_masculina,pob_femenina
11542,4,Campeche,5,Hecelchakán,1,Hecelchakán," 90°08'04.262"" W","20°10'37.078"" N",11419,5489.0,5930.0
125719,20,Oaxaca,553,Tlalixtac de Cabrera,1,Tlalixtac de Cabrera," 96°38'54.301"" W","17°04'28.144"" N",11400,5448.0,5952.0
2113,2,Baja California,1,Ensenada,247,El Sauzal de Rodríguez,"116°41'55.331"" W","31°53'46.394"" N",11371,5705.0,5666.0
134396,22,Querétaro,11,El Marqués,1,La Cañada,"100°19'51.948"" W","20°36'23.651"" N",11342,5610.0,5732.0
76087,13,Hidalgo,23,Francisco I. Madero,1,Tepatepec," 99°05'20.017"" W","20°14'42.668"" N",11335,5323.0,6012.0
106170,17,Morelos,31,Zacatepec,2,San Nicolás Galeana," 99°12'28.584"" W","18°38'32.968"" N",11322,5416.0,5906.0
165226,28,Tamaulipas,37,Soto la Marina,1,Soto la Marina," 98°12'22.284"" W","23°46'01.339"" N",11311,5470.0,5841.0
101643,16,Michoacán de Ocampo,79,Salvador Escalante,45,Opopeo,"101°36'26.425"" W","19°24'44.026"" N",11304,5494.0,5810.0
134842,22,Querétaro,14,Querétaro,107,Santa María Magdalena,"100°26'54.356"" W","20°35'53.367"" N",11304,5612.0,5692.0
109629,19,Nuevo León,6,Apodaca,379,Prados de Santa Rosa,"100°13'38.150"" W","25°48'02.360"" N",11303,5666.0,5637.0
7099,2,Baja California,6,San Quintín,40,Camalú,"116°03'44.694"" W","30°50'34.919"" N",11272,5885.0,5387.0
134547,22,Querétaro,11,El Marqués,442,Paseos del Marqués,"100°14'18.627"" W","20°36'11.560"" N",11252,5630.0,5622.0
69891,12,Guerrero,23,Cuajinicuilapa,1,Cuajinicuilapa," 98°25'00.281"" W","16°28'19.148"" N",11245,5370.0,5875.0
104758,17,Morelos,4,Ayala,4,Anenecuilco," 98°59'06.466"" W","18°46'40.845"" N",11227,5355.0,5872.0
114952,20,Oaxaca,28,Heroica Ciudad de Ejutla de Crespo,1,Heroica Ciudad de Ejutla de Crespo," 96°43'54.842"" W","16°33'51.392"" N",11168,5237.0,5931.0
16960,5,Coahuila de Zaragoza,38,Zaragoza,1,Zaragoza,"100°55'03.438"" W","28°29'13.355"" N",11150,5462.0,5688.0
77187,13,Hidalgo,39,Mineral del Monte,1,Mineral del Monte," 98°40'17.508"" W","20°08'25.768"" N",11149,5255.0,5894.0
12350,4,Campeche,11,Candelaria,1,Candelaria," 91°02'46.657"" W","18°11'00.422"" N",11121,5317.0,5804.0
108997,18,Nayarit,20,Bahía de Banderas,84,San Juan de Abajo,"105°11'28.532"" W","20°48'49.613"" N",11090,5548.0,5542.0
102156,16,Michoacán de Ocampo,84,Tangamandapio,1,Santiago Tangamandapio,"102°25'58.082"" W","19°57'14.382"" N",11086,5477.0,5609.0
121636,20,Oaxaca,350,San Sebastián Tutla,2,El Rosario," 96°41'15.448"" W","17°02'52.315"" N",11074,5015.0,6059.0
144225,24,San Luis Potosí,58,El Naranjo,1,El Naranjo," 99°19'21.034"" W","22°31'19.330"" N",11061,5428.0,5633.0
35169,7,Chiapas,99,La Trinitaria,1,La Trinitaria," 92°03'01.690"" W","16°07'08.614"" N",11055,5276.0,5779.0
114901,20,Oaxaca,25,Chahuites,1,Chahuites," 94°11'44.966"" W","16°17'15.392"" N",11054,5416.0,5638.0
96669,16,Michoacán de Ocampo,10,Arteaga,1,Arteaga,"102°17'24.225"" W","18°21'20.498"" N",11046,5313.0,5733.0
60275,11,Guanajuato,7,Celaya,143,Rincón de Tamayo,"100°45'17.822"" W","20°25'23.412"" N",11026,5414.0,5612.0
79548,13,Hidalgo,82,Zapotlán de Juárez,2,Acayuca," 98°50'32.302"" W","20°01'49.862"" N",11018,5295.0,5723.0
189967,31,Yucatán,80,Tekit,1,Tekit," 89°19'59.141"" W","20°32'00.576"" N",11015,5583.0,5432.0
161374,28,Tamaulipas,12,González,1,González," 98°25'33.488"" W","22°49'38.384"" N",10993,5256.0,5737.0
100811,16,Michoacán de Ocampo,62,Pajacuarán,1,Pajacuarán,"102°33'55.848"" W","20°07'00.818"" N",10988,5281.0,5707.0
97898,16,Michoacán de Ocampo,20,Cuitzeo,1,Cuitzeo del Porvenir,"101°08'22.503"" W","19°58'05.569"" N",10983,5254.0,5729.0
149600,25,Sinaloa,18,Navolato,91,General Ángel Flores (La Palma),"107°39'12.973"" W","24°49'04.193"" N",10978,5450.0,5528.0
165649,28,Tamaulipas,39,Tula,1,Ciudad Tula," 99°42'46.792"" W","22°59'48.757"" N",10977,5245.0,5732.0
149981,26,Sonora,3,Alamos,1,Álamos,"108°56'05.733"" W","27°01'26.580"" N",10961,5435.0,5526.0
159469,27,Tabasco,13,Nacajuca,1,Nacajuca," 93°01'12.154"" W","18°10'07.886"" N",10956,5174.0,5782.0
138247,24,San Luis Potosí,10,Ciudad del Maíz,1,Ciudad del Maíz," 99°36'02.065"" W","22°23'59.446"" N",10943,5254.0,5689.0
107888,18,Nayarit,12,San Blas,1,San Blas,"105°17'09.767"" W","21°32'30.257"" N",10935,5485.0,5450.0
8305,3,Baja California Sur,2,Mulegé,482,Villa Alberto Andrés Alvarado Arámburo,"113°23'17.432"" W","27°38'37.716"" N",10897,5541.0,5356.0
190615,31,Yucatán,98,Tzucacab,1,Tzucacab," 89°03'01.189"" W","20°04'18.954"" N",10879,5367.0,5512.0
99988,16,Michoacán de Ocampo,52,Lázaro Cárdenas,28,Buenos Aires,"102°17'10.501"" W","18°01'10.535"" N",10856,5333.0,5523.0
111944,19,Nuevo León,25,General Zuazua,294,Hacienda San Pedro,"100°09'50.270"" W","25°55'01.150"" N",10831,5379.0,5452.0
50858,8,Chihuahua,62,Saucillo,1,Saucillo,"105°17'16.916"" W","28°01'57.628"" N",10805,5276.0,5529.0
105704,17,Morelos,24,Tlaltizapán de Zapata,1,Tlaltizapán," 99°07'05.444"" W","18°40'58.664"" N",10779,5188.0,5591.0
41483,8,Chihuahua,9,Bocoyna,169,San Juanito,"107°36'01.000"" W","27°58'12.000"" N",10741,5009.0,5732.0
158378,27,Tabasco,5,Comalcalco,66,Tecolutilla," 93°19'59.107"" W","18°16'55.660"" N",10734,5187.0,5547.0
111347,19,Nuevo León,18,García,234,Los Parques,"100°28'16.609"" W","25°47'21.359"" N",10649,5373.0,5276.0
122532,20,Oaxaca,401,Santa María Colotepec,50,Brisas de Zicatela," 97°02'30.508"" W","15°50'16.298"" N",10632,5149.0,5483.0
23862,7,Chiapas,32,Escuintla,1,Escuintla," 92°39'30.810"" W","15°19'09.370"" N",10624,5018.0,5606.0
18833,7,Chiapas,4,Altamirano,1,Altamirano," 92°02'18.937"" W","16°44'09.313"" N",10618,5213.0,5405.0
124039,20,Oaxaca,469,Santiago Juxtlahuaca,1,Santiago Juxtlahuaca," 98°00'44.818"" W","17°20'07.045"" N",10611,5009.0,5602.0
106585,18,Nayarit,4,Compostela,128,La Peñita de Jaltemba,"105°14'58.362"" W","21°02'26.174"" N",10593,5253.0,5340.0
60287,11,Guanajuato,7,Celaya,161,San Juan de la Vega,"100°45'39.637"" W","20°37'26.861"" N",10559,5228.0,5331.0
39887,8,Chihuahua,1,Ahumada,1,Miguel Ahumada,"106°30'44.695"" W","30°37'03.842"" N",10510,5207.0,5303.0
122897,20,Oaxaca,413,Santa María Huatulco,1,Santa María Huatulco," 96°19'19.535"" W","15°50'10.001"" N",10504,5099.0,5405.0
99951,16,Michoacán de Ocampo,51,Marcos Castellanos,1,San José de Gracia,"103°01'17.415"" W","19°59'24.857"" N",10466,5032.0,5434.0
119277,20,Oaxaca,227,San Lorenzo Cacaotepec,1,San Lorenzo Cacaotepec," 96°48'07.184"" W","17°07'45.691"" N",10465,5012.0,5453.0
102169,16,Michoacán de Ocampo,84,Tangamandapio,20,Tarecuato,"102°27'52.778"" W","19°50'41.095"" N",10448,5106.0,5342.0
158271,27,Tabasco,4,Centro,264,Parrilla II," 92°55'27.213"" W","17°52'38.699"" N",10427,4967.0,5460.0
166582,29,Tlaxcala,1,Amaxac de Guerrero,1,Amaxac de Guerrero," 98°10'10.450"" W","19°21'01.029"" N",10417,5071.0,5346.0
13792,5,Coahuila de Zaragoza,7,Cuatro Ciénegas,1,Cuatro Ciénegas de Carranza,"102°04'01.564"" W","26°59'12.709"" N",10395,5113.0,5282.0
123949,20,Oaxaca,467,Santiago Jamiltepec,1,Santiago Jamiltepec," 97°49'10.856"" W","16°16'46.050"" N",10387,4873.0,5514.0
29588,7,Chiapas,64,Oxchuc,1,Oxchuc," 92°20'05.700"" W","16°47'10.030"" N",10356,5035.0,5321.0
134544,22,Querétaro,11,El Marqués,438,El Mirador,"100°20'02.112"" W","20°35'42.630"" N",10339,4990.0,5349.0
146453,25,Sinaloa,7,Choix,1,Choix,"108°19'20.467"" W","26°42'25.239"" N",10328,5040.0,5288.0
166422,28,Tamaulipas,43,Xicoténcatl,1,Xicoténcatl," 98°56'44.438"" W","22°59'48.378"" N",10327,4939.0,5388.0
77970,13,Hidalgo,51,Mineral de la Reforma,139,El Saucillo Fraccionamiento," 98°44'02.976"" W","20°04'05.270"" N",10317,4922.0,5395.0
164461,28,Tamaulipas,33,Río Bravo,291,Nuevo Progreso," 97°57'07.691"" W","26°03'12.597"" N",10272,5157.0,5115.0
42745,8,Chihuahua,17,Cuauhtémoc,5,Colonia Anáhuac,"106°44'39.000"" W","28°28'48.000"" N",10196,5016.0,5180.0
188887,31,Yucatán,33,Halachó,1,Halachó," 90°04'56.024"" W","20°28'39.885"" N",10183,5077.0,5106.0
106005,17,Morelos,29,Yautepec,5,Cocoyoc," 98°58'52.567"" W","18°53'08.189"" N",10178,4894.0,5284.0
113318,19,Nuevo León,41,Pesquería,26,Ladrillera (Entronque Pesquería),"100°05'46.722"" W","25°47'58.074"" N",10178,5356.0,4822.0
6687,2,Baja California,4,Tijuana,1977,Valle de las Palmas [Etapa 1],"116°43'48.425"" W","32°24'11.071"" N",10161,5211.0,4950.0
167751,29,Tlaxcala,43,Yauhquemehcan,7,Santa Úrsula Zimatepec," 98°09'50.826"" W","19°25'11.240"" N",10139,4937.0,5202.0
55026,10,Durango,13,Mapimí,14,Bermejillo,"103°37'28.072"" W","25°53'23.081"" N",10139,5036.0,5103.0
109637,19,Nuevo León,6,Apodaca,392,Misión San Pablo,"100°08'29.241"" W","25°44'35.218"" N",10113,5092.0,5021.0
192265,32,Zacatecas,17,Guadalupe,39,Tacoaleche,"102°24'40.939"" W","22°49'29.044"" N",10083,4919.0,5164.0
6569,2,Baja California,4,Tijuana,1615,El Niño,"116°47'40.444"" W","32°30'08.205"" N",10081,5099.0,4982.0
166825,29,Tlaxcala,8,Cuapiaxtla,1,Cuapiaxtla," 97°46'09.751"" W","19°17'47.978"" N",10070,4921.0,5149.0
158117,27,Tabasco,4,Centro,35,Anacleto Canabal 3ra. Sección," 92°59'26.638"" W","18°01'07.148"" N",10066,4883.0,5183.0
158197,27,Tabasco,4,Centro,145,Parrilla," 92°55'03.101"" W","17°54'42.922"" N",10036,4805.0,5231.0
39213,7,Chiapas,114,Benemérito de las Américas,1,Benemérito de las Américas," 90°39'11.887"" W","16°30'56.981"" N",10026,4924.0,5102.0
189840,31,Yucatán,76,Tecoh,1,Tecoh," 89°28'27.488"" W","20°44'30.214"" N",10017,4988.0,5029.0
78920,13,Hidalgo,69,Tizayuca,5,Emiliano Zapata," 98°57'27.484"" W","19°51'35.870"" N",9987,4915.0,5072.0
111896,19,Nuevo León,25,General Zuazua,1,General Zuazua,"100°06'29.690"" W","25°53'49.120"" N",9934,4982.0,4952.0
17634,6,Colima,5,Cuauhtémoc,18,Quesería,"103°34'25.245"" W","19°23'13.011"" N",9931,4998.0,4933.0
36494,7,Chiapas,107,Villa Corzo,34,San Pedro Buenavista," 93°09'52.885"" W","16°08'02.532"" N",9922,4778.0,5144.0
35736,7,Chiapas,101,Tuxtla Gutiérrez,37,Copoya," 93°07'06.562"" W","16°42'50.618"" N",9868,4820.0,5048.0
145241,25,Sinaloa,4,Concordia,1,Heroica Ciudad Concordia,"106°04'06.999"" W","23°17'15.452"" N",9864,4771.0,5093.0
76600,13,Hidalgo,29,Huichapan,1,Huichapan," 99°39'04.250"" W","20°22'31.127"" N",9853,4629.0,5224.0
48581,8,Chihuahua,45,Meoqui,15,Lázaro Cárdenas,"105°37'29.500"" W","28°23'24.308"" N",9839,4893.0,4946.0
152556,26,Sonora,26,Etchojoa,1,Etchojoa,"109°37'31.000"" W","26°54'39.000"" N",9831,4895.0,4936.0
17622,6,Colima,5,Cuauhtémoc,1,Cuauhtémoc,"103°36'06.698"" W","19°19'43.588"" N",9746,4834.0,4912.0
134608,22,Querétaro,12,Pedro Escobedo,20,La Lira,"100°09'49.000"" W","20°28'42.651"" N",9705,4784.0,4921.0
106229,17,Morelos,34,Coatetelco,1,Coatetelco Centro," 99°19'37.407"" W","18°43'49.749"" N",9672,4660.0,5012.0
17757,6,Colima,7,Manzanillo,21,El Colomo,"104°15'28.681"" W","19°03'36.229"" N",9664,4751.0,4913.0
120508,20,Oaxaca,298,San Pablo Villa de Mitla,1,San Pablo Villa de Mitla," 96°21'43.757"" W","16°55'18.695"" N",9654,4548.0,5106.0
17400,6,Colima,3,Comala,1,Comala,"103°45'31.684"" W","19°19'23.515"" N",9649,4834.0,4815.0
166721,29,Tlaxcala,5,Apizaco,9,Santa Anita Huiloac," 98°08'58.927"" W","19°23'19.348"" N",9642,4693.0,4949.0
141657,24,San Luis Potosí,35,Soledad de Graciano Sánchez,26,Rancho Nuevo,"100°55'34.770"" W","22°13'06.955"" N",9641,4765.0,4876.0
7229,2,Baja California,6,San Quintín,248,Emiliano Zapata,"116°00'27.222"" W","30°46'04.585"" N",9636,4844.0,4792.0
120473,20,Oaxaca,295,San Pablo Huixtepec,1,San Pablo Huixtepec," 96°46'51.618"" W","16°49'36.251"" N",9610,4517.0,5093.0
34432,7,Chiapas,96,Tila,1,Tila," 92°25'33.113"" W","17°18'02.285"" N",9609,4762.0,4847.0
65938,11,Guanajuato,33,San Luis de la Paz,110,Misión de Chichimecas,"100°29'34.952"" W","21°17'26.864"" N",9609,4721.0,4888.0
11548,4,Campeche,5,Hecelchakán,7,Pomuch," 90°10'30.741"" W","20°08'15.758"" N",9607,4751.0,4856.0
167128,29,Tlaxcala,19,Tepetitla de Lardizábal,1,Tepetitla," 98°22'55.232"" W","19°16'03.108"" N",9606,4604.0,5002.0
33505,7,Chiapas,89,Tapachula,148,Puerto Madero (San Benito)," 92°25'29.518"" W","14°43'13.613"" N",9602,4645.0,4957.0
76002,13,Hidalgo,21,Emiliano Zapata,1,Emiliano Zapata," 98°32'50.698"" W","19°39'25.230"" N",9584,4587.0,4997.0
72231,12,Guerrero,52,San Luis Acatlán,1,San Luis Acatlán," 98°44'01.006"" W","16°48'30.899"" N",9582,4613.0,4969.0
3824,2,Baja California,2,Mexicali,231,Ciudad Morelos (Cuervos),"114°51'52.969"" W","32°37'53.454"" N",9572,4769.0,4803.0
108984,18,Nayarit,20,Bahía de Banderas,49,San Clemente de Lima,"105°16'09.897"" W","20°44'10.379"" N",9561,4805.0,4756.0
77870,13,Hidalgo,51,Mineral de la Reforma,1,Pachuquilla," 98°41'45.725"" W","20°04'20.537"" N",9559,4627.0,4932.0
167286,29,Tlaxcala,26,Santa Cruz Tlaxcala,5,San Miguel Contla," 98°07'58.835"" W","19°21'43.480"" N",9556,4596.0,4960.0
22390,7,Chiapas,24,Chanal,1,Chanal," 92°15'35.792"" W","16°39'36.223"" N",9533,4687.0,4846.0
110196,19,Nuevo León,10,El Carmen,131,Alianza Real,"100°23'16.887"" W","25°51'28.653"" N",9532,4754.0,4778.0
105020,17,Morelos,7,Cuernavaca,125,Fraccionamiento Lomas de Ahuatlán," 99°16'10.364"" W","18°57'48.702"" N",9522,4407.0,5115.0
12968,4,Campeche,12,Seybaplaya,1,Seybaplaya," 90°41'17.884"" W","19°38'21.109"" N",9515,4732.0,4783.0
108205,18,Nayarit,15,Santiago Ixcuintla,80,Villa Hidalgo,"105°14'03.529"" W","21°44'21.932"" N",9478,4717.0,4761.0
144354,25,Sinaloa,1,Ahome,160,Higuera de Zaragoza,"109°17'48.239"" W","25°57'58.544"" N",9464,4764.0,4700.0
191317,32,Zacatecas,8,Cuauhtémoc,1,San Pedro Piedra Gorda,"102°21'00.367"" W","22°26'57.186"" N",9463,4583.0,4880.0
108981,18,Nayarit,20,Bahía de Banderas,43,Las Jarretaderas,"105°16'23.335"" W","20°41'29.947"" N",9462,4848.0,4614.0
142769,24,San Luis Potosí,42,Tanquián de Escobedo,1,Tanquián de Escobedo," 98°39'43.425"" W","21°35'53.117"" N",9458,4555.0,4903.0
167890,29,Tlaxcala,58,Santa Catarina Ayometla,1,Santa Catarina Ayometla," 98°12'51.906"" W","19°11'59.708"" N",9458,4564.0,4894.0
156371,26,Sonora,56,San Miguel de Horcasitas,27,Pesqueira,"110°53'47.738"" W","29°22'48.321"" N",9442,4921.0,4521.0
152950,26,Sonora,29,Guaymas,325,Vícam (Switch),"110°17'42.617"" W","27°38'37.953"" N",9392,4658.0,4734.0
64766,11,Guanajuato,28,Salvatierra,64,Urireo,"100°50'31.514"" W","20°12'59.262"" N",9383,4460.0,4923.0
160878,28,Tamaulipas,7,Camargo,1,Ciudad Camargo," 98°50'09.559"" W","26°19'00.206"" N",9373,4780.0,4593.0
157952,27,Tabasco,3,Centla,61,Vicente Guerrero," 92°53'40.376"" W","18°23'19.846"" N",9354,4559.0,4795.0
17954,6,Colima,9,Tecomán,25,Cerro de Ortega,"103°43'08.000"" W","18°44'59.000"" N",9309,4805.0,4504.0
52344,9,Ciudad de México,9,Milpa Alta,29,San Pedro Atocpan," 99°02'57.879"" W","19°12'05.894"" N",9234,4529.0,4705.0
14490,5,Coahuila de Zaragoza,17,Matamoros,12,San Antonio del Coyote,"103°17'07.189"" W","25°41'49.188"" N",9213,4555.0,4658.0
50660,8,Chihuahua,60,Santa Bárbara,1,Santa Bárbara,"105°49'05.159"" W","26°48'07.560"" N",9169,4584.0,4585.0
159518,27,Tabasco,13,Nacajuca,62,Bosque de Saloya," 92°57'26.972"" W","18°01'04.354"" N",9160,4385.0,4775.0
78785,13,Hidalgo,65,Tetepango,1,Tetepango," 99°09'22.044"" W","20°06'09.558"" N",9145,4453.0,4692.0
189703,31,Yucatán,67,Seyé,1,Seyé," 89°22'20.110"" W","20°50'13.152"" N",9141,4660.0,4481.0
148187,25,Sinaloa,12,Mazatlán,1257,Fraccionamiento los Ángeles,"106°19'49.390"" W","23°11'12.923"" N",9140,4473.0,4667.0
7648,3,Baja California Sur,1,Comondú,133,Ciudad Insurgentes,"111°46'38.863"" W","25°15'50.776"" N",9133,4645.0,4488.0
112233,19,Nuevo León,31,Juárez,311,Monte Kristal,"100°09'24.438"" W","25°37'39.483"" N",9118,4599.0,4519.0
58514,10,Durango,36,Tlahualilo,1,Tlahualilo de Zaragoza,"103°26'21.249"" W","26°06'26.589"" N",9101,4487.0,4614.0
66650,11,Guanajuato,37,Silao de la Victoria,191,Franco,"101°27'10.999"" W","20°56'43.299"" N",9089,4569.0,4520.0
63653,11,Guanajuato,23,Pénjamo,288,Santa Ana Pacueco,"102°01'11.841"" W","20°20'38.031"" N",9057,4229.0,4828.0
104651,17,Morelos,2,Atlatlahucan,1,Atlatlahucan," 98°53'57.031"" W","18°56'10.575"" N",9018,4362.0,4656.0
70995,12,Guerrero,38,Zihuatanejo de Azueta,13,San José Ixtapa (Barrio Viejo),"101°37'37.471"" W","17°42'22.249"" N",8988,4387.0,4601.0
23172,7,Chiapas,31,Chilón,1,Chilón," 92°16'17.502"" W","17°06'19.769"" N",8982,4332.0,4650.0
10269,4,Campeche,2,Campeche,87,Lerma," 90°36'02.527"" W","19°48'22.254"" N",8971,4384.0,4587.0
79210,13,Hidalgo,75,Tolcayuca,1,Tolcayuca," 98°55'18.340"" W","19°57'23.728"" N",8966,4304.0,4662.0
123063,20,Oaxaca,418,Santa María Jalapa del Marqués,1,Santa María Jalapa del Marqués," 95°26'36.161"" W","16°26'24.235"" N",8958,4253.0,4705.0
104775,17,Morelos,4,Ayala,26,Tenextepango," 98°57'27.889"" W","18°43'42.953"" N",8835,4142.0,4693.0
189130,31,Yucatán,50,Mérida,75,Caucel," 89°42'21.717"" W","21°00'56.389"" N",8823,4431.0,4392.0
75517,13,Hidalgo,13,Atotonilco de Tula,1,Atotonilco de Tula," 99°13'12.687"" W","20°00'27.960"" N",8822,4288.0,4534.0
11844,4,Campeche,8,Tenabo,1,Tenabo," 90°13'32.748"" W","20°02'22.837"" N",8748,4421.0,4327.0
108962,18,Nayarit,20,Bahía de Banderas,1,Valle de Banderas,"105°14'52.527"" W","20°48'24.336"" N",8730,4335.0,4395.0
167237,29,Tlaxcala,24,Panotla,1,Panotla," 98°16'02.039"" W","19°18'54.465"" N",8696,4023.0,4673.0
36532,7,Chiapas,107,Villa Corzo,200,Revolución Mexicana," 93°04'26.910"" W","16°10'13.950"" N",8670,4199.0,4471.0
78965,13,Hidalgo,70,Tlahuelilpan,1,Tlahuelilpan," 99°14'04.847"" W","20°07'50.258"" N",8657,4156.0,4501.0
123485,20,Oaxaca,441,Santa María Xadani,1,Santa María Xadani," 95°01'11.461"" W","16°21'37.083"" N",8632,4241.0,4391.0
116719,20,Oaxaca,83,San Agustín de las Juntas,1,San Agustín de las Juntas," 96°42'41.189"" W","17°00'41.976"" N",8603,4140.0,4463.0
134994,22,Querétaro,16,San Juan del Río,11,Cerro Gordo," 99°54'53.000"" W","20°22'30.000"" N",8576,4160.0,4416.0
158692,27,Tabasco,8,Huimanguillo,98,La Venta," 94°02'52.722"" W","18°05'55.612"" N",8539,4068.0,4471.0
2487,2,Baja California,1,Ensenada,2183,Rancho Cañón Buena Vista (El Zorrillo),"116°30'50.444"" W","31°40'15.918"" N",8522,4297.0,4225.0
116335,20,Oaxaca,67,Oaxaca de Juárez,51,Viguera," 96°44'57.547"" W","17°07'47.750"" N",8506,4087.0,4419.0
226,1,Aguascalientes,1,Aguascalientes,1025,Pocitos,"102°20'05.179"" W","21°55'20.965"" N",8494,4201.0,4293.0
105298,17,Morelos,13,Jonacatepec de Leandro Valle,1,Jonacatepec de Leandro Valle," 98°48'11.603"" W","18°40'50.485"" N",8474,4047.0,4427.0
151232,26,Sonora,18,Cajeme,334,Marte R. Gómez (Tobarito),"109°53'13.094"" W","27°22'10.723"" N",8473,4188.0,4285.0
125546,20,Oaxaca,545,Teotitlán de Flores Magón,1,Teotitlán de Flores Magón," 97°04'14.535"" W","18°07'56.404"" N",8469,3999.0,4470.0
144061,24,San Luis Potosí,56,Villa de Arista,2,Villa de Arista,"100°50'56.472"" W","22°38'41.178"" N",8464,4122.0,4342.0
70601,12,Guerrero,32,General Heliodoro Castillo,1,Tlacotepec," 99°58'41.944"" W","17°47'22.013"" N",8442,3970.0,4472.0
150259,26,Sonora,4,Altar,1,Altar,"111°50'00.859"" W","30°42'48.020"" N",8439,4182.0,4257.0
145864,25,Sinaloa,6,Culiacán,1346,El Diez,"107°26'51.309"" W","24°43'39.950"" N",8427,4259.0,4168.0
75448,13,Hidalgo,12,Atotonilco el Grande,1,Atotonilco el Grande," 98°40'08.622"" W","20°17'12.774"" N",8417,3903.0,4514.0
46870,8,Chihuahua,31,Guerrero,3,La Junta,"107°19'56.665"" W","28°28'38.778"" N",8409,4098.0,4311.0
72860,12,Guerrero,57,Técpan de Galeana,86,El Súchil,"100°38'24.824"" W","17°13'16.378"" N",8382,4000.0,4382.0
54784,10,Durango,12,Lerdo,28,Nazareno,"103°25'02.949"" W","25°23'52.569"" N",8378,4145.0,4233.0
105833,17,Morelos,26,Tlayacapan,1,Tlayacapan," 98°58'59.223"" W","18°57'23.822"" N",8374,4084.0,4290.0
188481,31,Yucatán,11,Celestún,1,Celestún," 90°23'58.069"" W","20°51'36.330"" N",8366,4217.0,4149.0
78926,13,Hidalgo,69,Tizayuca,19,Tepojaco," 98°56'46.145"" W","19°50'31.154"" N",8361,4124.0,4237.0
60192,11,Guanajuato,5,Apaseo el Grande,298,Fuentes de Balvanera,"100°31'27.168"" W","20°32'36.925"" N",8347,4097.0,4250.0
134617,22,Querétaro,12,Pedro Escobedo,31,"El Sauz (Sauz Alto, Sauz Bajo)","100°06'51.594"" W","20°28'46.619"" N",8337,4087.0,4250.0
158185,27,Tabasco,4,Centro,129,Medellín y Madero 2da. Sección," 92°51'13.807"" W","18°06'37.082"" N",8336,4071.0,4265.0
152564,26,Sonora,26,Etchojoa,11,Bacobampo,"109°39'14.049"" W","26°58'56.726"" N",8267,4055.0,4212.0
75085,13,Hidalgo,5,Ajacuba,1,Ajacuba," 99°07'19.677"" W","20°05'33.090"" N",8254,3985.0,4269.0
41807,8,Chihuahua,10,Buenaventura,1,San Buenaventura,"107°28'16.731"" W","29°50'36.271"" N",8253,4043.0,4210.0
158683,27,Tabasco,8,Huimanguillo,84,Río Seco y Montaña 2da. Sección," 93°23'24.771"" W","17°58'46.858"" N",8223,4019.0,4204.0
167469,29,Tlaxcala,33,Tlaxcala,12,San Gabriel Cuauhtla," 98°14'00.593"" W","19°18'47.062"" N",8177,3833.0,4344.0
105916,17,Morelos,28,Xochitepec,2,Alpuyeca," 99°15'31.593"" W","18°44'28.080"" N",8148,3876.0,4272.0
146885,25,Sinaloa,9,Escuinapa,34,Isla del Bosque,"105°50'52.594"" W","22°43'56.248"" N",8145,4147.0,3998.0
136712,23,Quintana Roo,7,Lázaro Cárdenas,1,Kantunilkín," 87°29'14.001"" W","21°06'05.036"" N",8135,4104.0,4031.0
157227,26,Sonora,72,San Ignacio Río Muerto,1,San Ignacio Río Muerto,"110°14'29.451"" W","27°24'41.094"" N",8135,4063.0,4072.0
194580,32,Zacatecas,44,Tabasco,1,Tabasco,"102°54'47.005"" W","21°51'54.997"" N",8092,3930.0,4162.0
79092,13,Hidalgo,72,Tlanalapa,1,Tlanalapa," 98°36'14.087"" W","19°49'04.419"" N",8062,3883.0,4179.0
11572,4,Campeche,6,Hopelchén,1,Hopelchén," 89°50'42.157"" W","19°44'43.973"" N",8048,3897.0,4151.0
143609,24,San Luis Potosí,53,Axtla de Terrazas,1,Axtla de Terrazas," 98°52'30.000"" W","21°26'11.000"" N",8045,3762.0,4283.0
73720,12,Guerrero,67,Tlapehuala,1,Tlapehuala,"100°32'29.667"" W","18°14'23.137"" N",8040,3872.0,4168.0
62546,11,Guanajuato,19,Jerécuaro,1,Jerécuaro,"100°30'37.901"" W","20°09'00.121"" N",8011,3743.0,4268.0
79257,13,Hidalgo,76,Tula de Allende,24,San Miguel Vindho," 99°19'33.000"" W","19°59'23.000"" N",8008,3855.0,4153.0
79201,13,Hidalgo,74,Tlaxcoapan,2,Doxey," 99°14'20.451"" W","20°05'20.354"" N",7990,3912.0,4078.0
79319,13,Hidalgo,77,Tulancingo de Bravo,10,Jaltepec," 98°25'02.818"" W","20°06'49.327"" N",7973,3807.0,4166.0
188393,31,Yucatán,6,Buctzotz,1,Buctzotz," 88°47'40.064"" W","21°12'06.828"" N",7973,3995.0,3978.0
16430,5,Coahuila de Zaragoza,33,San Pedro,22,Concordia (La Rosita),"103°06'55.313"" W","25°46'56.563"" N",7972,3957.0,4015.0
133097,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil,"100°08'39.102"" W","20°11'11.198"" N",7953,3729.0,4224.0
167881,29,Tlaxcala,56,Santa Ana Nopalucan,1,Santa Ana Nopalucan," 98°20'03.081"" W","19°17'59.408"" N",7951,3899.0,4052.0
