,ENTIDAD,estado,MUN,NOM_MUN,LOC,nombre,longitud,latitud,pob_total,pob_masculina,pob_femenina
170462,30,Veracruz de Ignacio de la Llave,34,Cerro Azul,1,Cerro Azul," 97°44'32.347"" W","21°11'29.280"" N",21318,9846.0,11472.0
126516,21,Puebla,13,Altepexi,1,Altepexi," 97°17'57.047"" W","18°22'00.361"" N",21307,10232.0,11075.0
110197,19,Nuevo León,10,El Carmen,132,Villas del Arco,"100°18'28.921"" W","25°51'51.748"" N",21275,10911.0,10364.0
177509,30,Veracruz de Ignacio de la Llave,115,Nogales,1,Nogales," 97°09'45.203"" W","18°49'21.134"" N",21261,9904.0,11357.0
100951,16,Michoacán de Ocampo,65,Paracho,1,Paracho de Verduzco,"102°02'54.483"" W","19°38'50.268"" N",21215,10314.0,10901.0
85919,14,Jalisco,70,El Salto,43,El Quince (San José el Quince),"103°16'44.000"" W","20°32'29.000"" N",21215,10621.0,10594.0
31866,7,Chiapas,75,Las Rosas,1,Las Rosas," 92°22'10.490"" W","16°21'50.875"" N",21194,10244.0,10950.0
109597,19,Nuevo León,6,Apodaca,133,Santa Rosa,"100°13'16.020"" W","25°49'22.050"" N",21180,10663.0,10517.0
750,1,Aguascalientes,3,Calvillo,1,Calvillo,"102°43'07.502"" W","21°50'48.866"" N",21049,10175.0,10874.0
158432,27,Tabasco,6,Cunduacán,1,Cunduacán," 93°10'27.481"" W","18°03'55.308"" N",21003,10094.0,10909.0
105047,17,Morelos,8,Emiliano Zapata,5,Tres de Mayo," 99°12'34.519"" W","18°51'59.709"" N",20950,10196.0,10754.0
186849,30,Veracruz de Ignacio de la Llave,193,Veracruz,230,Lomas de Río Medio Cuatro," 96°12'39.168"" W","19°11'24.783"" N",20849,10036.0,10813.0
168801,30,Veracruz de Ignacio de la Llave,11,Alvarado,1,Alvarado," 95°45'50.145"" W","18°46'27.399"" N",20797,9802.0,10995.0
78939,13,Hidalgo,69,Tizayuca,42,Don Antonio," 98°56'08.515"" W","19°52'23.968"" N",20691,9928.0,10763.0
75696,13,Hidalgo,16,Cuautepec de Hinojosa,1,Cuautepec," 98°18'35.057"" W","20°02'07.692"" N",20530,9640.0,10890.0
88499,14,Jalisco,97,Tlajomulco de Zúñiga,831,Real del Valle (El Paraíso) [Fraccionamiento],"103°22'11.000"" W","20°32'44.000"" N",20465,9993.0,10472.0
105421,17,Morelos,17,Puente de Ixtla,1,Puente de Ixtla," 99°19'25.325"" W","18°37'00.750"" N",20434,9567.0,10867.0
85929,14,Jalisco,70,El Salto,111,Galaxia Bonito Jalisco,"103°12'17.000"" W","20°30'18.000"" N",20381,10024.0,10357.0
186258,30,Veracruz de Ignacio de la Llave,189,Tuxpan,5,Alto Lucero," 97°26'29.880"" W","20°57'13.667"" N",20380,9688.0,10692.0
89872,14,Jalisco,119,Zacoalco de Torres,1,Zacoalco de Torres,"103°33'55.000"" W","20°13'43.000"" N",20345,10214.0,10131.0
106539,18,Nayarit,4,Compostela,1,Compostela,"104°54'02.150"" W","21°14'15.107"" N",20322,9843.0,10479.0
83763,14,Jalisco,50,Jocotepec,1,Jocotepec,"103°25'31.000"" W","20°17'04.000"" N",20286,9979.0,10307.0
130486,21,Puebla,140,San Pedro Cholula,14,Santiago Momoxpan," 98°16'02.352"" W","19°04'18.612"" N",20283,9666.0,10617.0
169380,30,Veracruz de Ignacio de la Llave,16,La Antigua,1,José Cardel," 96°22'17.002"" W","19°22'00.589"" N",20165,9544.0,10621.0
34320,7,Chiapas,94,Teopisca,1,Teopisca," 92°28'21.350"" W","16°32'29.450"" N",20044,9684.0,10360.0
40330,8,Chihuahua,4,Aquiles Serdán,1,Santa Eulalia,"105°53'14.906"" W","28°35'40.212"" N",20042,10035.0,10007.0
106295,18,Nayarit,1,Acaponeta,1,Acaponeta,"105°21'36.663"" W","22°29'21.795"" N",19976,9631.0,10345.0
133914,22,Querétaro,6,Corregidora,44,San José de los Olvera,"100°24'54.801"" W","20°33'09.186"" N",19873,9691.0,10182.0
136437,23,Quintana Roo,5,Benito Juárez,2,Alfredo V. Bonfil," 86°50'50.931"" W","21°05'17.226"" N",19789,10181.0,9608.0
146769,25,Sinaloa,8,Elota,1,La Cruz,"106°53'33.762"" W","23°54'55.454"" N",19742,9834.0,9908.0
130337,21,Puebla,132,San Martín Texmelucan,13,San Rafael Tlanalapan," 98°27'57.575"" W","19°17'21.602"" N",19663,9577.0,10086.0
130524,21,Puebla,142,San Salvador el Seco,1,San Salvador el Seco," 97°38'33.899"" W","19°08'05.083"" N",19648,9596.0,10052.0
33200,7,Chiapas,86,Suchiapa,1,Suchiapa," 93°06'17.258"" W","16°37'19.049"" N",19571,9673.0,9898.0
126187,21,Puebla,3,Acatlán,1,Acatlán de Osorio," 98°02'54.981"" W","18°12'08.285"" N",19341,9039.0,10302.0
169051,30,Veracruz de Ignacio de la Llave,13,Naranjos Amatlán,1,Naranjos," 97°41'10.506"" W","21°20'48.849"" N",19272,8944.0,10328.0
25819,7,Chiapas,51,Mapastepec,1,Mapastepec," 92°53'29.781"" W","15°26'28.083"" N",19271,9275.0,9996.0
122935,20,Oaxaca,413,Santa María Huatulco,78,Crucecita," 96°08'06.270"" W","15°45'53.132"" N",19252,9275.0,9977.0
137342,23,Quintana Roo,11,Puerto Morelos,1,Puerto Morelos," 86°52'34.238"" W","20°50'54.429"" N",19205,9793.0,9412.0
130151,21,Puebla,118,Los Reyes de Juárez,1,Los Reyes de Juárez," 97°48'47.173"" W","18°56'48.438"" N",19183,9377.0,9806.0
167300,29,Tlaxcala,28,Teolocholco,1,Teolocholco," 98°11'32.465"" W","19°14'39.820"" N",19147,9381.0,9766.0
20245,7,Chiapas,15,Cacahoatán,1,Cacahoatán," 92°10'05.197"" W","14°59'23.239"" N",19108,9159.0,9949.0
106104,17,Morelos,30,Yecapixtla,1,Yecapixtla," 98°52'05.317"" W","18°53'00.311"" N",19104,9442.0,9662.0
104695,17,Morelos,3,Axochiapan,1,Axochiapan," 98°45'14.683"" W","18°30'08.663"" N",19085,9322.0,9763.0
3796,2,Baja California,2,Mexicali,185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres),"115°06'11.037"" W","32°17'18.594"" N",19081,9605.0,9476.0
167820,29,Tlaxcala,48,La Magdalena Tlaltelulco,1,La Magdalena Tlaltelulco," 98°11'41.862"" W","19°16'38.478"" N",19036,9440.0,9596.0
134545,22,Querétaro,11,El Marqués,439,La Pradera,"100°20'32.898"" W","20°39'10.252"" N",19018,9624.0,9394.0
38847,7,Chiapas,109,Yajalón,1,Yajalón," 92°20'02.199"" W","17°10'26.076"" N",18926,9036.0,9890.0
122337,20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,1,Heroica Ciudad de Tlaxiaco," 97°40'49.770"" W","17°16'02.891"" N",18915,8667.0,10248.0
7459,2,Baja California,6,San Quintín,585,Lázaro Cárdenas,"115°55'55.008"" W","30°31'33.530"" N",18829,9564.0,9265.0
1964,1,Aguascalientes,11,San Francisco de los Romo,1,San Francisco de los Romo,"102°16'21.642"" W","22°04'20.615"" N",18799,9198.0,9601.0
54422,10,Durango,8,Guadalupe Victoria,1,Guadalupe Victoria,"104°07'25.176"" W","24°26'47.160"" N",18696,8964.0,9732.0
163667,28,Tamaulipas,25,Miguel Alemán,1,Ciudad Miguel Alemán," 99°01'33.993"" W","26°24'03.664"" N",18592,9647.0,8945.0
140441,24,San Luis Potosí,25,Salinas,1,Salinas de Hidalgo,"101°42'56.646"" W","22°37'40.854"" N",18586,8784.0,9802.0
131220,21,Puebla,163,Tepatlaxco de Hidalgo,1,Tepatlaxco de Hidalgo," 97°57'59.821"" W","19°04'38.288"" N",18374,8894.0,9480.0
105784,17,Morelos,25,Tlaquiltenango,1,Tlaquiltenango," 99°09'45.584"" W","18°37'48.108"" N",18342,8756.0,9586.0
127219,21,Puebla,41,Cuautlancingo,12,San Lorenzo Almecatla," 98°14'08.854"" W","19°08'34.663"" N",18303,8968.0,9335.0
68845,12,Guerrero,12,Ayutla de los Libres,1,Ayutla de los Libres," 99°05'50.582"" W","16°57'55.033"" N",18224,8724.0,9500.0
30692,7,Chiapas,69,Pijijiapan,1,Pijijiapan," 93°12'33.541"" W","15°41'30.025"" N",18219,8627.0,9592.0
52339,9,Ciudad de México,9,Milpa Alta,1,Villa Milpa Alta," 99°01'24.139"" W","19°11'28.498"" N",18213,8863.0,9350.0
129264,21,Puebla,94,Libres,1,Ciudad de Libres," 97°41'15.814"" W","19°27'53.037"" N",18110,8667.0,9443.0
96553,16,Michoacán de Ocampo,9,Ario,1,Ario de Rosales,"101°42'33.818"" W","19°12'28.106"" N",18097,8737.0,9360.0
108136,18,Nayarit,15,Santiago Ixcuintla,1,Santiago Ixcuintla,"105°12'21.760"" W","21°48'30.009"" N",18023,8783.0,9240.0
167483,29,Tlaxcala,34,Tlaxco,1,Tlaxco," 98°07'09.124"" W","19°36'53.602"" N",17978,8596.0,9382.0
158239,27,Tabasco,4,Centro,214,Ocuiltzapotlán," 92°51'44.974"" W","18°08'07.321"" N",17972,8695.0,9277.0
58814,10,Durango,38,Vicente Guerrero,1,Vicente Guerrero,"103°59'16.000"" W","23°43'52.000"" N",17967,8762.0,9205.0
132995,21,Puebla,214,Zinacatepec,1,San Sebastián Zinacatepec," 97°14'43.487"" W","18°19'59.766"" N",17918,8562.0,9356.0
194768,32,Zacatecas,48,Tlaltenango de Sánchez Román,1,Tlaltenango de Sánchez Román,"103°18'20.928"" W","21°46'58.950"" N",17882,8574.0,9308.0
128507,21,Puebla,74,Huejotzingo,29,Santa Ana Xalmimilulco," 98°22'55.717"" W","19°12'36.025"" N",17865,8762.0,9103.0
188976,31,Yucatán,40,Izamal,1,Izamal," 89°01'10.973"" W","20°55'58.791"" N",17841,8799.0,9042.0
105221,17,Morelos,12,Jojutla,1,Jojutla," 99°10'51.757"" W","18°36'59.639"" N",17777,8552.0,9225.0
77846,13,Hidalgo,50,Progreso de Obregón,1,Progreso de Obregón," 99°11'21.692"" W","20°14'53.503"" N",17718,8307.0,9411.0
52343,9,Ciudad de México,9,Milpa Alta,24,San Pablo Oztotepec," 99°04'23.337"" W","19°11'14.226"" N",17715,8511.0,9204.0
101117,16,Michoacán de Ocampo,68,Peribán,1,Peribán de Ramos,"102°24'58.278"" W","19°31'14.617"" N",17652,8868.0,8784.0
14839,5,Coahuila de Zaragoza,20,Múzquiz,93,Palaú,"101°25'26.800"" W","27°53'24.929"" N",17594,8815.0,8779.0
79633,13,Hidalgo,83,Zempoala,133,Privadas Santa Matilde," 98°47'21.805"" W","20°01'13.472"" N",17589,8433.0,9156.0
70821,12,Guerrero,34,Huitzuco de los Figueroa,1,Ciudad de Huitzuco," 99°20'03.491"" W","18°18'21.528"" N",17550,8267.0,9283.0
115877,20,Oaxaca,57,Matías Romero Avendaño,1,Matías Romero Avendaño," 95°02'31.738"" W","16°52'40.402"" N",17525,8155.0,9370.0
188608,31,Yucatán,19,Chemax,1,Chemax," 87°56'14.381"" W","20°39'18.059"" N",17502,8749.0,8753.0
33294,7,Chiapas,87,Suchiate,1,Ciudad Hidalgo," 92°09'03.392"" W","14°40'46.028"" N",17485,8404.0,9081.0
167387,29,Tlaxcala,31,Tetla de la Solidaridad,1,Tetla," 98°06'14.588"" W","19°26'29.096"" N",17480,8401.0,9079.0
78258,13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,1,Santiago Tulantepec," 98°21'25.223"" W","20°02'21.095"" N",17449,8151.0,9298.0
44350,8,Chihuahua,27,Guachochi,1,Guachochi,"107°04'09.702"" W","26°49'08.949"" N",17410,8289.0,9121.0
130029,21,Puebla,115,Quecholac,9,Palmarito Tochapan," 97°38'05.470"" W","18°54'09.780"" N",17369,8471.0,8898.0
79243,13,Hidalgo,76,Tula de Allende,8,El Llano," 99°19'02.000"" W","20°03'26.000"" N",17332,8337.0,8995.0
102379,16,Michoacán de Ocampo,89,Tepalcatepec,1,Tepalcatepec,"102°50'37.348"" W","19°11'28.920"" N",17293,8527.0,8766.0
111487,19,Nuevo León,21,General Escobedo,153,Praderas de San Francisco,"100°24'08.884"" W","25°49'06.730"" N",17284,8789.0,8495.0
129909,21,Puebla,114,Puebla,218,Santa María Xonacatepec," 98°06'14.516"" W","19°05'14.362"" N",17215,8419.0,8796.0
167473,29,Tlaxcala,33,Tlaxcala,16,Santa María Acuitlapilco," 98°14'10.564"" W","19°16'41.461"" N",17197,8068.0,9129.0
105714,17,Morelos,24,Tlaltizapán de Zapata,13,Santa Rosa Treinta," 99°10'46.245"" W","18°41'56.959"" N",17186,8291.0,8895.0
3856,2,Baja California,2,Mexicali,284,San Felipe,"114°50'20.045"" W","31°01'22.513"" N",17143,8803.0,8340.0
148564,25,Sinaloa,14,Rosario,1,El Rosario,"105°51'13.524"" W","22°59'27.147"" N",17097,8296.0,8801.0
195617,32,Zacatecas,57,Trancoso,1,Trancoso,"102°21'57.736"" W","22°44'07.401"" N",17021,8345.0,8676.0
147977,25,Sinaloa,12,Mazatlán,348,Villa Unión,"106°13'11.870"" W","23°11'19.114"" N",16934,8432.0,8502.0
104279,16,Michoacán de Ocampo,110,Zinapécuaro,1,Zinapécuaro de Figueroa,"100°49'39.299"" W","19°51'36.989"" N",16905,8133.0,8772.0
52345,9,Ciudad de México,9,Milpa Alta,33,San Salvador Cuauhtenco," 99°05'23.835"" W","19°11'31.158"" N",16847,8182.0,8665.0
98023,16,Michoacán de Ocampo,24,Cherán,1,Cherán,"101°57'17.338"" W","19°41'15.546"" N",16841,8101.0,8740.0
117824,20,Oaxaca,157,San Jacinto Amilpas,1,San Jacinto Amilpas," 96°45'45.222"" W","17°06'02.904"" N",16827,7989.0,8838.0
193503,32,Zacatecas,34,Nochistlán de Mejía,1,Nochistlán de Mejía,"102°50'49.794"" W","21°21'47.712"" N",16814,8099.0,8715.0
127006,21,Puebla,34,Coronango,1,Santa María Coronango," 98°18'29.065"" W","19°07'51.968"" N",16797,8237.0,8560.0
133964,22,Querétaro,7,Ezequiel Montes,1,Ezequiel Montes," 99°53'54.260"" W","20°39'55.062"" N",16795,8098.0,8697.0
125898,20,Oaxaca,565,Villa de Zaachila,1,Villa de Zaachila," 96°45'02.118"" W","16°57'02.584"" N",16788,7922.0,8866.0
101608,16,Michoacán de Ocampo,79,Salvador Escalante,1,Santa Clara del Cobre,"101°38'23.272"" W","19°24'21.905"" N",16748,8100.0,8648.0
105197,17,Morelos,11,Jiutepec,9,Progreso," 99°09'14.115"" W","18°53'04.877"" N",16746,8103.0,8643.0
100647,16,Michoacán de Ocampo,58,Nuevo Parangaricutiro,1,Nuevo San Juan Parangaricutiro,"102°07'47.567"" W","19°24'59.918"" N",16745,8220.0,8525.0
159021,27,Tabasco,10,Jalpa de Méndez,1,Jalpa de Méndez," 93°03'45.348"" W","18°10'36.651"" N",16679,8061.0,8618.0
116369,20,Oaxaca,68,Ocotlán de Morelos,1,Ocotlán de Morelos," 96°40'30.232"" W","16°47'29.906"" N",16645,7886.0,8759.0
142433,24,San Luis Potosí,40,Tamuín,1,Tamuín," 98°46'30.579"" W","22°00'14.928"" N",16582,7935.0,8647.0
133899,22,Querétaro,6,Corregidora,17,La Negreta,"100°27'02.753"" W","20°31'40.823"" N",16451,8228.0,8223.0
72793,12,Guerrero,57,Técpan de Galeana,1,Técpan de Galeana,"100°37'56.560"" W","17°13'21.391"" N",16447,7983.0,8464.0
130755,21,Puebla,149,Santiago Miahuatlán,1,Santiago Miahuatlán," 97°26'30.672"" W","18°33'11.359"" N",16426,7914.0,8512.0
109377,19,Nuevo León,5,Anáhuac,1,Anáhuac,"100°07'56.770"" W","27°14'26.330"" N",16414,7971.0,8443.0
78566,13,Hidalgo,61,Tepeapulco,1,Tepeapulco," 98°33'13.182"" W","19°47'08.426"" N",16368,7810.0,8558.0
10059,3,Baja California Sur,9,Loreto,1,Loreto,"111°20'36.000"" W","26°00'46.000"" N",16311,8301.0,8010.0
108967,18,Nayarit,20,Bahía de Banderas,13,Bucerías,"105°20'22.023"" W","20°45'22.391"" N",16161,8072.0,8089.0
36174,7,Chiapas,106,Venustiano Carranza,1,Venustiano Carranza," 92°33'54.487"" W","16°20'22.622"" N",16144,7863.0,8281.0
60567,11,Guanajuato,8,Manuel Doblado,1,Ciudad Manuel Doblado,"101°57'10.045"" W","20°43'39.065"" N",16092,7585.0,8507.0
113894,19,Nuevo León,47,Hidalgo,1,Hidalgo,"100°26'48.820"" W","25°58'32.340"" N",16057,8069.0,7988.0
10192,4,Campeche,1,Calkiní,1,Calkiní," 90°03'02.662"" W","20°22'16.414"" N",15949,7732.0,8217.0
127008,21,Puebla,34,Coronango,3,San Francisco Ocotlán (Ocotlán)," 98°17'05.600"" W","19°08'01.273"" N",15943,7894.0,8049.0
125902,20,Oaxaca,565,Villa de Zaachila,6,Vicente Guerrero," 96°42'05.251"" W","16°55'59.148"" N",15910,7641.0,8269.0
114409,20,Oaxaca,6,Asunción Nochixtlán,1,Asunción Nochixtlán," 97°13'30.715"" W","17°27'32.171"" N",15851,7388.0,8463.0
114830,20,Oaxaca,23,Cuilápam de Guerrero,1,Cuilápam de Guerrero," 96°46'50.128"" W","16°59'45.605"" N",15763,7553.0,8210.0
138172,24,San Luis Potosí,8,Cerritos,1,Cerritos,"100°16'46.548"" W","22°25'39.598"" N",15692,7566.0,8126.0
13274,5,Coahuila de Zaragoza,4,Arteaga,1,Arteaga,"100°50'58.641"" W","25°27'02.234"" N",15534,7742.0,7792.0
133533,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes," 99°48'56.279"" W","20°41'42.084"" N",15512,7391.0,8121.0
61885,11,Guanajuato,15,Guanajuato,126,Yerbabuena,"101°16'32.849"" W","20°57'59.727"" N",15476,7414.0,8062.0
134814,22,Querétaro,14,Querétaro,69,Montenegro,"100°25'41.996"" W","20°45'47.422"" N",15450,8043.0,7407.0
102184,16,Michoacán de Ocampo,85,Tangancícuaro,1,Tangancícuaro de Arista,"102°12'30.432"" W","19°53'17.644"" N",15414,7415.0,7999.0
121276,20,Oaxaca,334,Villa de Tututepec,34,Río Grande o Piedra Parada," 97°26'15.985"" W","16°00'49.390"" N",15373,7258.0,8115.0
17141,6,Colima,1,Armería,1,Ciudad de Armería,"103°57'53.990"" W","18°56'13.462"" N",15368,7736.0,7632.0
137953,24,San Luis Potosí,5,Cárdenas,1,Cárdenas," 99°38'33.018"" W","22°00'03.256"" N",15341,7263.0,8078.0
61119,11,Guanajuato,12,Cuerámaro,1,Cuerámaro,"101°40'13.389"" W","20°37'35.322"" N",15305,7309.0,7996.0
125670,20,Oaxaca,551,Tlacolula de Matamoros,1,Tlacolula de Matamoros," 96°28'45.174"" W","16°57'20.246"" N",15298,7113.0,8185.0
192424,32,Zacatecas,19,Jalpa,1,Jalpa,"102°58'33.003"" W","21°37'56.061"" N",15291,7405.0,7886.0
101384,16,Michoacán de Ocampo,73,Quiroga,1,Quiroga,"101°31'26.413"" W","19°39'49.630"" N",15249,7317.0,7932.0
30612,7,Chiapas,68,Pichucalco,1,Pichucalco," 93°07'03.963"" W","17°30'30.783"" N",15244,7186.0,8058.0
129906,21,Puebla,114,Puebla,211,San Miguel Canoa," 98°06'15.558"" W","19°08'59.721"" N",15070,7398.0,7672.0
60197,11,Guanajuato,5,Apaseo el Grande,306,Villas de la Estancia [Fraccionamiento],"100°29'43.410"" W","20°33'37.901"" N",15064,7495.0,7569.0
100208,16,Michoacán de Ocampo,53,Morelia,86,Morelos,"101°14'24.654"" W","19°38'57.600"" N",15054,7248.0,7806.0
40355,8,Chihuahua,5,Ascensión,1,Ascensión,"107°59'45.418"" W","31°05'31.834"" N",15054,7538.0,7516.0
192758,32,Zacatecas,22,Juan Aldama,1,Juan Aldama,"103°23'36.925"" W","24°17'25.732"" N",15045,7218.0,7827.0
18519,7,Chiapas,2,Acala,1,Acala," 92°48'27.030"" W","16°33'06.025"" N",15001,7304.0,7697.0
60290,11,Guanajuato,7,Celaya,165,San Miguel Octopan,"100°44'56.494"" W","20°34'24.733"" N",14969,7332.0,7637.0
17518,6,Colima,4,Coquimatlán,1,Coquimatlán,"103°48'39.301"" W","19°12'05.076"" N",14892,7472.0,7420.0
129206,21,Puebla,90,Juan C. Bonilla,5,Santa María Zacatepec," 98°21'57.264"" W","19°07'20.789"" N",14823,7170.0,7653.0
193194,32,Zacatecas,29,Miguel Auza,1,Miguel Auza,"103°27'05.218"" W","24°17'40.007"" N",14815,7189.0,7626.0
145591,25,Sinaloa,6,Culiacán,341,Eldorado,"107°21'46.599"" W","24°19'22.712"" N",14772,7256.0,7516.0
48203,8,Chihuahua,40,Madera,1,Madera,"108°08'29.000"" W","29°11'24.000"" N",14755,7138.0,7617.0
79645,13,Hidalgo,84,Zimapán,1,Zimapán," 99°22'59.207"" W","20°44'17.048"" N",14732,6941.0,7791.0
105570,17,Morelos,20,Tepoztlán,1,Tepoztlán," 99°06'04.417"" W","18°59'11.246"" N",14719,7024.0,7695.0
79200,13,Hidalgo,74,Tlaxcoapan,1,Tlaxcoapan," 99°13'17.736"" W","20°05'29.812"" N",14689,7107.0,7582.0
107809,18,Nayarit,11,Ruíz,1,Ruiz,"105°08'42.204"" W","21°57'00.910"" N",14678,7311.0,7367.0
147352,25,Sinaloa,11,Guasave,35,Adolfo Ruiz Cortines,"108°43'05.307"" W","25°42'16.487"" N",14623,7404.0,7219.0
32764,7,Chiapas,81,Simojovel,1,Simojovel de Allende," 92°42'54.750"" W","17°08'26.974"" N",14618,7101.0,7517.0
106596,18,Nayarit,4,Compostela,186,Las Varas,"105°08'06.946"" W","21°10'30.808"" N",14419,7124.0,7295.0
159261,27,Tabasco,12,Macuspana,18,Benito Juárez (San Carlos)," 92°31'48.512"" W","17°49'59.508"" N",14400,6902.0,7498.0
8223,3,Baja California Sur,2,Mulegé,1,Santa Rosalía,"112°16'05.789"" W","27°20'12.726"" N",14357,7535.0,6822.0
141198,24,San Luis Potosí,32,Santa María del Río,1,Santa María del Río,"100°44'13.592"" W","21°48'01.579"" N",14340,6694.0,7646.0
159931,28,Tamaulipas,2,Aldama,1,Aldama," 98°04'25.367"" W","22°55'09.502"" N",14334,6866.0,7468.0
113876,19,Nuevo León,45,Salinas Victoria,551,Valle del Norte,"100°15'53.148"" W","25°52'33.237"" N",14305,7268.0,7037.0
130618,21,Puebla,144,San Salvador Huixcolotla,1,San Salvador Huixcolotla," 97°46'18.442"" W","18°55'14.195"" N",14268,6907.0,7361.0
125999,20,Oaxaca,570,Zimatlán de Álvarez,1,Zimatlán de Álvarez," 96°47'08.279"" W","16°52'00.070"" N",14226,6712.0,7514.0
20103,7,Chiapas,13,Bochil,1,Bochil," 92°53'24.788"" W","16°59'46.980"" N",14200,6738.0,7462.0
167743,29,Tlaxcala,42,Xicohtzinco,1,Xicohtzinco," 98°14'01.400"" W","19°10'30.122"" N",14197,6762.0,7435.0
151261,26,Sonora,18,Cajeme,403,Pueblo Yaqui,"110°02'00.546"" W","27°21'21.604"" N",14173,7049.0,7124.0
106014,17,Morelos,29,Yautepec,24,La Joya," 99°07'31.722"" W","18°53'27.174"" N",14126,6913.0,7213.0
139207,24,San Luis Potosí,15,Charcas,1,Charcas,"101°06'48.068"" W","23°07'47.346"" N",14117,6732.0,7385.0
97823,16,Michoacán de Ocampo,19,Cotija,1,Cotija de la Paz,"102°42'20.959"" W","19°48'37.027"" N",14074,6761.0,7313.0
120873,20,Oaxaca,324,San Pedro Pochutla,1,San Pedro Pochutla," 96°27'54.829"" W","15°44'46.827"" N",14071,6663.0,7408.0
166817,29,Tlaxcala,7,El Carmen Tequexquitla,1,Villa de El Carmen Tequexquitla," 97°39'32.973"" W","19°19'28.510"" N",14004,6779.0,7225.0
60849,11,Guanajuato,9,Comonfort,10,Empalme Escobedo,"100°44'56.123"" W","20°40'18.272"" N",13991,6596.0,7395.0
189090,31,Yucatán,48,Maxcanú,1,Maxcanú," 90°00'02.305"" W","20°35'06.214"" N",13965,7048.0,6917.0
134168,22,Querétaro,9,Jalpan de Serra,1,Jalpan de Serra," 99°28'22.479"" W","21°13'00.488"" N",13950,6469.0,7481.0
125765,20,Oaxaca,557,Unión Hidalgo,1,Unión Hidalgo," 94°49'44.180"" W","16°28'22.166"" N",13949,6776.0,7173.0
157370,27,Tabasco,1,Balancán,1,Balancán," 91°32'01.846"" W","17°48'01.422"" N",13944,6672.0,7272.0
188512,31,Yucatán,13,Conkal,1,Conkal," 89°31'16.622"" W","21°04'26.018"" N",13944,6819.0,7125.0
126038,21,Puebla,1,Acajete,1,Acajete," 97°57'09.774"" W","19°06'17.785"" N",13922,6756.0,7166.0
52342,9,Ciudad de México,9,Milpa Alta,17,San Francisco Tecoxpa," 99°00'22.633"" W","19°11'58.014"" N",13919,6806.0,7113.0
52596,9,Ciudad de México,11,Tláhuac,11,San Andrés Mixquic," 98°57'53.800"" W","19°13'29.203"" N",13910,6828.0,7082.0
7616,2,Baja California,6,San Quintín,863,Vicente Guerrero,"115°59'21.429"" W","30°43'55.286"" N",13876,6939.0,6937.0
79255,13,Hidalgo,76,Tula de Allende,22,San Marcos," 99°20'12.768"" W","20°01'41.233"" N",13872,6599.0,7273.0
69451,12,Guerrero,21,Coyuca de Benítez,1,Coyuca de Benítez,"100°05'21.722"" W","17°00'32.406"" N",13866,6679.0,7187.0
101285,16,Michoacán de Ocampo,70,Purépero,1,Purépero de Echáiz,"102°00'24.266"" W","19°54'35.867"" N",13821,6738.0,7083.0
97334,16,Michoacán de Ocampo,15,Coalcomán de Vázquez Pallares,1,Coalcomán de Vázquez Pallares,"103°09'34.397"" W","18°46'37.556"" N",13806,6743.0,7063.0
71049,12,Guerrero,38,Zihuatanejo de Azueta,124,Ixtapa Zihuatanejo,"101°36'03.589"" W","17°39'39.725"" N",13806,6762.0,7044.0
130226,21,Puebla,124,San Gabriel Chilac,1,San Gabriel Chilac," 97°20'52.734"" W","18°19'34.584"" N",13687,6489.0,7198.0
72326,12,Guerrero,53,San Marcos,1,San Marcos," 99°23'24.167"" W","16°47'50.437"" N",13650,6586.0,7064.0
195423,32,Zacatecas,55,Villanueva,1,Villanueva,"102°53'01.414"" W","22°21'15.331"" N",13641,6614.0,7027.0
108312,18,Nayarit,16,Tecuala,1,Tecuala,"105°27'21.722"" W","22°23'42.148"" N",13620,6605.0,7015.0
